07.06.2024                           Saída dinâmica de lista                                   1
------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------
|Reserva|Cen.|Dep.|Data base |TMv|Material|Texto breve material                    |UMB|   Qtd.|
|4382469|N190|USAD|05.06.2024|X43|22026147|CONEC_RI COMPRESSAO F-11                |UN |    25 |
|4382469|N190|N190|05.06.2024|X43|22026223|CABO COAXIAL RG6 TRISH COM MENSAG PRETO |M  |   305 |
|4382470|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    60 |
|4382471|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    20 |
|4382472|N190|N190|05.06.2024|X43|22023400|ABRACADEIRA NYLON T50R 20CM PRETA       |UN |   100 |
|4382472|N190|N190|05.06.2024|X43|22026223|CABO COAXIAL RG6 TRISH COM MENSAG PRETO |M  |   305 |
|4382472|N190|USAD|05.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |    20 |
|4382472|N190|N190|05.06.2024|X43|22065513|CONECTOR FO CAMPO CPO SC APC FRKW       |UN |    20 |
|4382473|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    20 |
|4382474|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    90 |
|4382475|N190|USAD|05.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |    60 |
|4382476|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    20 |
|4382477|N190|USAD|05.06.2024|X43|22025320|EMENDA CABO TELEFONE 101-E GEL          |UN |    10 |
|4382477|N190|N190|05.06.2024|X43|22026158|CONEC_ RI EMENDA G-F81F FEMEA           |UN |    20 |
|4382477|N190|N190|05.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN |   800 |
|4382477|N190|USAD|05.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |    30 |
|4382477|N190|N190|05.06.2024|X43|22026746|DC_RI 1S 09DB 1GHZ H SOLDADO            |UN |    50 |
|4382477|N190|N190|05.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |   100 |
|4382477|N190|N190|05.06.2024|X43|22026792|DIV_RI 3S 1GHZ H SOLD DESB 488          |UN |    25 |
|4382477|N190|N190|05.06.2024|X43|22026809|DC_RI 1S 06DB 1GHZ H SOLDADO            |UN |   100 |
|4382477|N190|N190|05.06.2024|X43|22056366|ISOLADOR COAXIAL QUADRADO - CISP-HR     |UN |    20 |
|4382477|N190|N190|05.06.2024|X43|22056369|CABO UTP CAT5E ETHERNET NET             |M  |   100 |
|4382477|N190|N190|05.06.2024|X43|22061811|CONECTOR UTP RJ45 M CAT 5 24AWG         |UN |   100 |
|4382477|N190|N190|05.06.2024|X43|22065513|CONECTOR FO CAMPO CPO SC APC FRKW       |UN |    30 |
|4382478|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    30 |
|4382478|N190|N190|05.06.2024|X51|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |    20 |
|4382479|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    50 |
|4382480|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    20 |
|4382481|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    30 |
|4382481|N190|N190|05.06.2024|X51|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    20 |
|4382482|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |   100 |
|4382483|N190|N190|05.06.2024|X43|22026219|CABO COAXIAL RG6 TRISH SEM MENSAG BRANCO|M  |   300 |
|4382484|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    50 |
|4382485|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |   130 |
|4382486|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |   170 |
|4382487|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |   170 |
|4382488|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |   200 |
|4382489|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |   160 |
|4382490|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    20 |
|4382491|N190|N190|05.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN |   100 |
|4382491|N190|USAD|05.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |    30 |
|4382492|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    20 |
|4382772|N190|N190|06.06.2024|201|252815  |ABRACADEIRA NYLON T50R 20CM PRETA       |UN |   400 |
|4382811|N190|N190|06.06.2024|221|22056815|DIV_RI 3S 1GHZ H SOLD BAL 777           |UN |    11 |
|4383406|N190|N190|06.06.2024|X33|22062001|CABO DROP PRECON HW DOMEX 50M           |UN | 2.000 |
|4383638|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |   320 |
|4383638|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |    60 |
|4383638|N190|USAD|06.06.2024|X43|22060287|FONTE DE ALIMENTACAO 12V HGJ310 ADS 48  |UN |   320 |
|4383639|N190|USAD|06.06.2024|X41|41001095|EMTA WIFI 3.0 FST3486 16X4              |UN |    60 |
|4383639|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |   320 |
|4383639|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |    90 |
|4383640|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |   110 |
|4383640|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    50 |
|4383640|N190|USAD|06.06.2024|X43|22060287|FONTE DE ALIMENTACAO 12V HGJ310 ADS 48  |UN |   110 |
|4383640|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    50 |
|4383901|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    50 |
|4383901|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    50 |
|4383901|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |   110 |
|4383901|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |    90 |
|4383902|N190|USAD|06.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   240 |
|4383902|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |   210 |
|4383902|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   210 |
|4383902|N190|N190|06.06.2024|X43|22062577|FONTE ALIMENT 12V 3.5A F42L1 120350SPAE |UN |   140 |
|4383903|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   210 |
|4383903|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |   210 |
|4383903|N190|USAD|06.06.2024|X41|41001293|EMTA WIFI 3.0 TG1692A 16X4              |UN |   240 |
|4383903|N190|USAD|06.06.2024|X41|41001485|MODEM VOIP EMTA WIFI 3.1 CH8568         |UN |   140 |
|4383903|N190|UDEI|06.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    70 |
|4383903|N190|N190|06.06.2024|X41|41001573|DECODER CARDLESS 4K UHD S4KCW4S CABO IP |UN |    40 |
|4383905|N190|USAD|06.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   300 |
|4383905|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |   100 |
|4383905|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   100 |
|4383905|N190|N190|06.06.2024|X43|22062577|FONTE ALIMENT 12V 3.5A F42L1 120350SPAE |UN |   800 |
|4383906|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   100 |
|4383906|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |   100 |
|4383906|N190|USAD|06.06.2024|X41|41001293|EMTA WIFI 3.0 TG1692A 16X4              |UN |   300 |
|4383906|N190|USAD|06.06.2024|X41|41001485|MODEM VOIP EMTA WIFI 3.1 CH8568         |UN |   800 |
|4383906|N190|N190|06.06.2024|X41|41001573|DECODER CARDLESS 4K UHD S4KCW4S CABO IP |UN |    20 |
|4383907|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |    80 |
|4383907|N190|N190|06.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN |   250 |
|4383907|N190|N190|06.06.2024|X43|22026219|CABO COAXIAL RG6 TRISH SEM MENSAG BRANCO|M  |   800 |
|4383907|N190|N190|06.06.2024|X43|22056342|MARCADOR CASA PTO NR 0                  |UN |   100 |
|4383907|N190|N190|06.06.2024|X43|22056344|MARCADOR CASA PTO NR 2                  |UN |   100 |
|4383907|N190|USAD|06.06.2024|X43|22060287|FONTE DE ALIMENTACAO 12V HGJ310 ADS 48  |UN |    80 |
|4383907|N190|N190|06.06.2024|X43|22061736|CABO DROP 1FO LOW F FIG8 LOW CINZA      |M  | 3.000 |
|4383907|N190|N190|06.06.2024|X43|22065722|MARCADOR CASA PRETO NR 4                |UN |   100 |
|4383907|N190|N190|06.06.2024|X43|22065725|MARCADOR CASA PRETO NR 7                |UN |   100 |
|4383908|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    80 |
|4383909|N190|USAD|06.06.2024|X43|22025241|MARCADOR APTO NUM 3 TIPO HO85 AMARELO   |UN |   100 |
|4383909|N190|USAD|06.06.2024|X43|22025242|ABRACADEIRA NYLON T18R 10CM PRETA       |UN |   100 |
|4383909|N190|N190|06.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN | 3.100 |
|4383909|N190|N190|06.06.2024|X43|22026219|CABO COAXIAL RG6 TRISH SEM MENSAG BRANCO|M  | 4.500 |
|4383909|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    20 |
|4383909|N190|N190|06.06.2024|X43|22026746|DC_RI 1S 09DB 1GHZ H SOLDADO            |UN |    50 |
|4383909|N190|N190|06.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |    75 |
|4383909|N190|USAD|06.06.2024|X43|22056339|MARCADOR CASA PTO NR 9                  |UN |   100 |
|4383909|N190|N190|06.06.2024|X43|22056359|FITA ACO INOX 1/2 POLEGADA ROLO 25MT    |ROL|    15 |
|4383909|N190|N190|06.06.2024|X43|22056364|MINI ISOLADOR CPE P/CM DECODER          |UN |   240 |
|4383909|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    20 |
|4383910|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    20 |
|4383910|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    20 |
|4383911|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |    20 |
|4383911|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |    80 |
|4383911|N190|USAD|06.06.2024|X43|22060287|FONTE DE ALIMENTACAO 12V HGJ310 ADS 48  |UN |    20 |
|4383912|N190|USAD|06.06.2024|X41|41001095|EMTA WIFI 3.0 FST3486 16X4              |UN |    80 |
|4383912|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    20 |
|4383913|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |   150 |
|4383913|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |   160 |
|4383913|N190|USAD|06.06.2024|X43|22060287|FONTE DE ALIMENTACAO 12V HGJ310 ADS 48  |UN |   150 |
|4383913|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   160 |
|4383914|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   160 |
|4383914|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |   160 |
|4383914|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |   150 |
|4383914|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |    90 |
|4383915|N190|USAD|06.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   310 |
|4383916|N190|USAD|06.06.2024|X41|41001293|EMTA WIFI 3.0 TG1692A 16X4              |UN |   310 |
|4383916|N190|UDEI|06.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |   100 |
|4383918|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |    40 |
|4383918|N190|N190|06.06.2024|X43|22026219|CABO COAXIAL RG6 TRISH SEM MENSAG BRANCO|M  | 7.500 |
|4383918|N190|N190|06.06.2024|X43|22026223|CABO COAXIAL RG6 TRISH COM MENSAG PRETO |M  | 4.880 |
|4383918|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    50 |
|4383918|N190|N190|06.06.2024|X43|22026795|DIV_RI 3S 1GHZ H SOLD BAL 777           |UN |    25 |
|4383918|N190|USAD|06.06.2024|X43|22056339|MARCADOR CASA PTO NR 9                  |UN |   100 |
|4383918|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    50 |
|4383918|N190|USAD|06.06.2024|X43|22062556|FONTE ALIMEN 12V 4A ADS 48PI 12N 212048E|UN |    40 |
|4383919|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    50 |
|4383919|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    50 |
|4383919|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    40 |
|4383919|N190|UDEI|06.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    20 |
|4383919|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |    20 |
|4383919|N190|N190|06.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    20 |
|4383920|N190|N190|06.06.2024|X43|22062577|FONTE ALIMENT 12V 3.5A F42L1 120350SPAE |UN |   240 |
|4383921|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    30 |
|4383921|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    30 |
|4383921|N190|USAD|06.06.2024|X41|41001485|MODEM VOIP EMTA WIFI 3.1 CH8568         |UN |   240 |
|4383922|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |   120 |
|4383922|N190|USAD|06.06.2024|X43|22062556|FONTE ALIMEN 12V 4A ADS 48PI 12N 212048E|UN |   120 |
|4383923|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |   120 |
|4383923|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |    20 |
|4383924|N190|N190|06.06.2024|X43|22025136|BUCHA ACABAMENTO CABO RG6-59 BRANCA     |UN |   250 |
|4383924|N190|USAD|06.06.2024|X43|22025242|ABRACADEIRA NYLON T18R 10CM PRETA       |UN |   100 |
|4383924|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |   250 |
|4383924|N190|N190|06.06.2024|X43|22026746|DC_RI 1S 09DB 1GHZ H SOLDADO            |UN |    50 |
|4383924|N190|N190|06.06.2024|X43|22056343|MARCADOR CASA PTO NR 1                  |UN |   200 |
|4383924|N190|N190|06.06.2024|X43|22056364|MINI ISOLADOR CPE P/CM DECODER          |UN |   150 |
|4383924|N190|N190|06.06.2024|X43|22057635|FIXADOR FIO PT RG6                      |UN |   300 |
|4383924|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |   110 |
|4383924|N190|USAD|06.06.2024|X43|22062556|FONTE ALIMEN 12V 4A ADS 48PI 12N 212048E|UN |   250 |
|4383925|N190|USAD|06.06.2024|X41|41001095|EMTA WIFI 3.0 FST3486 16X4              |UN |   110 |
|4383925|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |   250 |
|4383925|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |   130 |
|4383926|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    30 |
|4383926|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    30 |
|4383927|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    30 |
|4383927|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    30 |
|4383927|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |   100 |
|4383928|N190|USAD|06.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   570 |
|4383928|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    60 |
|4383928|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    60 |
|4383928|N190|N190|06.06.2024|X43|22062577|FONTE ALIMENT 12V 3.5A F42L1 120350SPAE |UN |   330 |
|4383929|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    60 |
|4383929|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    60 |
|4383929|N190|USAD|06.06.2024|X41|41001293|EMTA WIFI 3.0 TG1692A 16X4              |UN |   570 |
|4383929|N190|USAD|06.06.2024|X41|41001485|MODEM VOIP EMTA WIFI 3.1 CH8568         |UN |   330 |
|4383929|N190|N190|06.06.2024|X41|41001573|DECODER CARDLESS 4K UHD S4KCW4S CABO IP |UN |    30 |
|4383931|N190|UDEI|06.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    20 |
|4383931|N190|N190|06.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |    70 |
|4383931|N190|N190|06.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |    40 |
|4383932|N190|UDEI|06.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    20 |
|4383933|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |    40 |
|4383933|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    30 |
|4383933|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    30 |
|4383933|N190|N190|06.06.2024|X43|22062556|FONTE ALIMEN 12V 4A ADS 48PI 12N 212048E|UN |    40 |
|4383934|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    30 |
|4383934|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    30 |
|4383934|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    40 |
|4383934|N190|UDEI|06.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    20 |
|4383934|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |    50 |
|4383935|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |   140 |
|4383935|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |   140 |
|4383935|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |    70 |
|4383935|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   140 |
|4383935|N190|N190|06.06.2024|X43|22062556|FONTE ALIMEN 12V 4A ADS 48PI 12N 212048E|UN |   140 |
|4383936|N190|USAD|06.06.2024|X41|41001095|EMTA WIFI 3.0 FST3486 16X4              |UN |    70 |
|4383936|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   140 |
|4383936|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |   140 |
|4383936|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |   140 |
|4383936|N190|N190|06.06.2024|X41|41001573|DECODER CARDLESS 4K UHD S4KCW4S CABO IP |UN |    30 |
|4383937|N190|N190|06.06.2024|X43|22062577|FONTE ALIMENT 12V 3.5A F42L1 120350SPAE |UN |   200 |
|4383938|N190|USAD|06.06.2024|X41|41001485|MODEM VOIP EMTA WIFI 3.1 CH8568         |UN |   200 |
|4383939|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |    60 |
|4383939|N190|USAD|06.06.2024|X43|22026103|CABO HDMI 2MTS BASICO SEM ETHE          |UN |    20 |
|4383939|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |   130 |
|4383939|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |    20 |
|4383939|N190|USAD|06.06.2024|X43|22060287|FONTE DE ALIMENTACAO 12V HGJ310 ADS 48  |UN |    60 |
|4383939|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   130 |
|4383939|N190|N190|06.06.2024|X43|22063252|CONTROLE REMOTO VOZ C GBX RC3394201     |UN |    20 |
|4383940|N190|USAD|06.06.2024|X41|41000805|SMART CARD AVULSO SIM CARD              |UN |    20 |
|4383940|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   130 |
|4383940|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |   130 |
|4383940|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    60 |
|4383940|N190|USAD|06.06.2024|X41|41001484|DECODER 4K ULTRA HD DGCI363 COM IG      |UN |    20 |
|4383940|N190|N190|06.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |    20 |
|4383941|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |   160 |
|4383941|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |   100 |
|4383941|N190|N190|06.06.2024|X43|22062556|FONTE ALIMEN 12V 4A ADS 48PI 12N 212048E|UN |   160 |
|4383942|N190|USAD|06.06.2024|X41|41001095|EMTA WIFI 3.0 FST3486 16X4              |UN |   100 |
|4383942|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |   160 |
|4383942|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |   110 |
|4383943|N190|USAD|06.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   100 |
|4383943|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |   230 |
|4383943|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   230 |
|4383943|N190|N190|06.06.2024|X43|22062577|FONTE ALIMENT 12V 3.5A F42L1 120350SPAE |UN |   590 |
|4383944|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   230 |
|4383944|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |   230 |
|4383944|N190|USAD|06.06.2024|X41|41001293|EMTA WIFI 3.0 TG1692A 16X4              |UN |   100 |
|4383944|N190|USAD|06.06.2024|X41|41001485|MODEM VOIP EMTA WIFI 3.1 CH8568         |UN |   590 |
|4383944|N190|UDEI|06.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    50 |
|4383944|N190|N190|06.06.2024|X41|41001573|DECODER CARDLESS 4K UHD S4KCW4S CABO IP |UN |    20 |
|4383945|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |   220 |
|4383945|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |    50 |
|4383945|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   220 |
|4383946|N190|USAD|06.06.2024|X41|41001095|EMTA WIFI 3.0 FST3486 16X4              |UN |    50 |
|4383946|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   220 |
|4383946|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |   220 |
|4383948|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |    40 |
|4383948|N190|N190|06.06.2024|X43|22065722|MARCADOR CASA PRETO NR 4                |UN |   100 |
|4383949|N190|USAD|06.06.2024|X41|41001095|EMTA WIFI 3.0 FST3486 16X4              |UN |    40 |
|4383951|N190|USAD|06.06.2024|X43|22026103|CABO HDMI 2MTS BASICO SEM ETHE          |UN |    40 |
|4383951|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |    40 |
|4383951|N190|N190|06.06.2024|X43|22063252|CONTROLE REMOTO VOZ C GBX RC3394201     |UN |    40 |
|4383952|N190|USAD|06.06.2024|X41|41000805|SMART CARD AVULSO SIM CARD              |UN |    40 |
|4383952|N190|USAD|06.06.2024|X41|41001484|DECODER 4K ULTRA HD DGCI363 COM IG      |UN |    40 |
|4383952|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |    50 |
|4383953|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    40 |
|4383953|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    40 |
