07.06.2024                           Saída dinâmica de lista                                   1
------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------
|Reserva|Cen.|Dep.|Data base |TMv|Material|Texto breve material                    |UMB|   Qtd.|
|4381078|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   230 |
|4381078|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |   230 |
|4381078|N190|USAD|04.06.2024|X41|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |   290 |
|4381080|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |    90 |
|4381080|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    90 |
|4381081|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    90 |
|4381081|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |    90 |
|4381081|N190|N190|04.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |    40 |
|4381082|N190|USAD|04.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    40 |
|4381083|N190|USAD|04.06.2024|X41|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    40 |
|4381083|N190|N190|04.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |   400 |
|4381084|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   380 |
|4381084|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   380 |
|4381085|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   380 |
|4381085|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |   380 |
|4381086|N190|USAD|04.06.2024|X41|41000805|SMART CARD AVULSO SIM CARD              |UN |   100 |
|4381086|N190|USAD|04.06.2024|X41|41001047|DECODER HD THDC4 NET                    |UN |   100 |
|4381087|N190|USAD|04.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    60 |
|4381088|N190|USAD|04.06.2024|X41|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    60 |
|4381088|N190|N190|04.06.2024|X41|41001567|TERMINAL EXTENSOR WIFI5 MESH AR2180T    |UN |    30 |
|4381089|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   110 |
|4381089|N190|USAD|04.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    50 |
|4381089|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   110 |
|4381090|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   110 |
|4381090|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |   110 |
|4381090|N190|USAD|04.06.2024|X41|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    50 |
|4381091|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   100 |
|4381091|N190|USAD|04.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |   160 |
|4381091|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   100 |
|4381092|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   100 |
|4381092|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |   100 |
|4381092|N190|USAD|04.06.2024|X41|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |   160 |
|4381094|N190|USAD|04.06.2024|X43|22026103|CABO HDMI 2MTS BASICO SEM ETHE          |UN |    60 |
|4381094|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   390 |
|4381094|N190|USAD|04.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |   100 |
|4381094|N190|USAD|04.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |    60 |
|4381094|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   390 |
|4381094|N190|N190|04.06.2024|X43|22064554|CONTROLE REMOTO VOZ LINUX UEI AVULSO    |UN |    60 |
|4381095|N190|USAD|04.06.2024|X41|41000805|SMART CARD AVULSO SIM CARD              |UN |    60 |
|4381095|N190|USAD|04.06.2024|X41|41001068|DECODER 4K ULTRA HD DGCI362             |UN |    60 |
|4381095|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   390 |
|4381095|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |   390 |
|4381095|N190|USAD|04.06.2024|X41|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |   100 |
|4381100|N190|N190|04.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |   410 |
|4381101|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |    30 |
|4381101|N190|USAD|04.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    50 |
|4381101|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    30 |
|4381102|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    30 |
|4381102|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |    30 |
|4381102|N190|USAD|04.06.2024|X41|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    50 |
|4381103|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |    20 |
|4381103|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    20 |
|4381104|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    20 |
|4381104|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |    20 |
|4381104|N190|N190|04.06.2024|X41|41001567|TERMINAL EXTENSOR WIFI5 MESH AR2180T    |UN |    20 |
|4381104|N190|N190|04.06.2024|X41|41001573|DECODER CARDLESS 4K UHD S4KCW4S CABO IP |UN |    20 |
|4381104|N190|N190|04.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |    30 |
|4381106|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |    70 |
|4381106|N190|USAD|04.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    20 |
|4381106|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    70 |
|4381107|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    70 |
|4381107|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |    70 |
|4381107|N190|USAD|04.06.2024|X41|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    20 |
|4381109|N190|USAD|04.06.2024|X41|41000805|SMART CARD AVULSO SIM CARD              |UN |    20 |
|4381109|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    60 |
|4381109|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |    60 |
|4381109|N190|USAD|04.06.2024|X41|41001484|DECODER 4K ULTRA HD DGCI363 COM IG      |UN |    20 |
|4381110|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |    40 |
|4381110|N190|USAD|04.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    70 |
|4381110|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    40 |
|4381111|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    40 |
|4381111|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |    40 |
|4381111|N190|USAD|04.06.2024|X41|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    70 |
|4381112|N190|N190|04.06.2024|X43|22023400|ABRACADEIRA NYLON T50R 20CM PRETA       |UN |   400 |
|4381112|N190|N190|04.06.2024|X43|22025242|ABRACADEIRA NYLON T18R 10CM PRETA       |UN |   100 |
|4381112|N190|USAD|04.06.2024|X43|22026095|PATCH CORD ETHERNET LAN 2MT             |UN |   100 |
|4381112|N190|USAD|04.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    20 |
|4381113|N190|USAD|04.06.2024|X41|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    20 |
|4381113|N190|N190|04.06.2024|X41|41001567|TERMINAL EXTENSOR WIFI5 MESH AR2180T    |UN |    80 |
|4381113|N190|N190|04.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |   120 |
|4381116|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |    90 |
|4381116|N190|USAD|04.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    50 |
|4381116|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    90 |
|4381117|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    90 |
|4381117|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |    90 |
|4381117|N190|USAD|04.06.2024|X41|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    50 |
|4381117|N190|N190|04.06.2024|X41|41001567|TERMINAL EXTENSOR WIFI5 MESH AR2180T    |UN |    90 |
|4381117|N190|N190|04.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |    40 |
|4381118|N190|USAD|04.06.2024|X41|41000805|SMART CARD AVULSO SIM CARD              |UN |   160 |
|4381118|N190|USAD|04.06.2024|X41|41001047|DECODER HD THDC4 NET                    |UN |   160 |
|4381120|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |    40 |
|4381120|N190|N190|04.06.2024|X43|22056332|FITA ISOLANTE AUTOFUSAO 3M SCOTCH23 10MT|UN |    14 |
|4381120|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    40 |
|4381121|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    40 |
|4381121|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |    40 |
|4381123|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   110 |
|4381123|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   110 |
|4381124|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   110 |
|4381124|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |   110 |
|4381124|N190|N190|04.06.2024|X41|41001567|TERMINAL EXTENSOR WIFI5 MESH AR2180T    |UN |    90 |
|4381124|N190|N190|04.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |   370 |
|4381125|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   200 |
|4381125|N190|USAD|04.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    30 |
|4381125|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   200 |
|4381126|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   200 |
|4381126|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |   200 |
|4381126|N190|USAD|04.06.2024|X41|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    30 |
|4381126|N190|N190|04.06.2024|X41|41001567|TERMINAL EXTENSOR WIFI5 MESH AR2180T    |UN |    50 |
|4381126|N190|N190|04.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |   180 |
|4381127|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |    50 |
|4381127|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    50 |
|4381128|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    50 |
|4381128|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |    50 |
|4381128|N190|N190|04.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |   120 |
|4381129|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |    70 |
|4381129|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    70 |
|4381130|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    70 |
|4381130|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |    70 |
|4381130|N190|N190|04.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |    20 |
|4381133|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   230 |
|4381133|N190|USAD|04.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    50 |
|4381133|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   230 |
|4381134|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   230 |
|4381134|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |   230 |
|4381134|N190|USAD|04.06.2024|X41|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    50 |
|4381135|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |    40 |
|4381135|N190|USAD|04.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    50 |
|4381135|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    40 |
|4381136|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    40 |
|4381136|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |    40 |
|4381136|N190|USAD|04.06.2024|X41|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    50 |
|4381136|N190|N190|04.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |    60 |
|4381137|N190|USAD|04.06.2024|X43|22025114|MARCADOR CASA PTO LETRA A               |UN |    50 |
|4381137|N190|N190|04.06.2024|X43|22025139|FIXADOR FIO BR RG6 CIRCUL 7MM           |UN | 1.000 |
|4381137|N190|USAD|04.06.2024|X43|22026103|CABO HDMI 2MTS BASICO SEM ETHE          |UN |     5 |
|4381137|N190|N190|04.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN | 2.650 |
|4381137|N190|N190|04.06.2024|X43|22026746|DC_RI 1S 09DB 1GHZ H SOLDADO            |UN |   150 |
|4381137|N190|N190|04.06.2024|X43|22026792|DIV_RI 3S 1GHZ H SOLD DESB 488          |UN |    50 |
|4381137|N190|N190|04.06.2024|X43|22026795|DIV_RI 3S 1GHZ H SOLD BAL 777           |UN |    50 |
|4381137|N190|N190|04.06.2024|X43|22056331|MARCADOR CASA PTO NR 5                  |UN |   100 |
|4381137|N190|N190|04.06.2024|X43|22056332|FITA ISOLANTE AUTOFUSAO 3M SCOTCH23 10MT|UN |     4 |
|4381137|N190|N190|04.06.2024|X43|22056336|MARCADOR CASA PTO NR 6                  |UN |   100 |
|4381137|N190|N190|04.06.2024|X43|22056337|MARCADOR CASA PTO NR 8                  |UN |   100 |
|4381137|N190|N190|04.06.2024|X43|22056339|MARCADOR CASA PTO NR 9                  |UN |   100 |
|4381137|N190|N190|04.06.2024|X43|22056343|MARCADOR CASA PTO NR 1                  |UN |   100 |
|4381137|N190|N190|04.06.2024|X43|22056344|MARCADOR CASA PTO NR 2                  |UN |   100 |
|4381137|N190|N190|04.06.2024|X43|22056345|MARCADOR CASA PTO NR 3                  |UN |   100 |
|4381137|N190|N190|04.06.2024|X43|22056369|CABO UTP CAT5E ETHERNET NET             |M  |   200 |
|4381137|N190|N190|04.06.2024|X43|22057635|FIXADOR FIO PT RG6                      |UN |   500 |
|4381137|N190|USAD|04.06.2024|X43|22057705|FONTE CX DIG HD DCR74X1 LITEON          |UN |     2 |
|4381137|N190|N190|04.06.2024|X43|22060738|FIXADOR FIO BR RG6 CIRCUL 7MM           |UN |   200 |
|4381137|N190|N190|04.06.2024|X43|22061811|CONECTOR UTP RJ45 M CAT 5 24AWG         |UN |   100 |
|4381137|N190|N190|04.06.2024|X43|22065718|MARCADOR CASA PRETO NR 0                |UN |   100 |
|4381137|N190|N190|04.06.2024|X43|22065722|MARCADOR CASA PRETO NR 4                |UN |   100 |
|4381137|N190|N190|04.06.2024|X43|22065725|MARCADOR CASA PRETO NR 7                |UN |   100 |
|4381137|N190|N190|04.06.2024|X43|22065726|MARCADOR CASA PRETO NR 8                |UN |   100 |
|4381138|N190|USAD|04.06.2024|X41|41000805|SMART CARD AVULSO SIM CARD              |UN |   230 |
|4381138|N190|USAD|04.06.2024|X41|41001047|DECODER HD THDC4 NET                    |UN |   230 |
|4381139|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |    90 |
|4381139|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    90 |
|4381140|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    90 |
|4381140|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |    90 |
|4381140|N190|N190|04.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |   260 |
|4381141|N190|USAD|04.06.2024|X41|41000805|SMART CARD AVULSO SIM CARD              |UN |   280 |
|4381141|N190|USAD|04.06.2024|X41|41001047|DECODER HD THDC4 NET                    |UN |   260 |
|4381141|N190|USAD|04.06.2024|X41|41001484|DECODER 4K ULTRA HD DGCI363 COM IG      |UN |    20 |
|4381142|N190|USAD|04.06.2024|X43|22025116|MARCADOR CASA PTO LETRA C               |UN |    30 |
|4381142|N190|N190|04.06.2024|X43|22025136|BUCHA ACABAMENTO CABO RG6-59 BRANCA     |UN |   100 |
|4381142|N190|N190|04.06.2024|X43|22025139|FIXADOR FIO BR RG6 CIRCUL 7MM           |UN |   700 |
|4381142|N190|N190|04.06.2024|X43|22025162|MARCADOR APTO NUM 0 TIPO HO85 AMARELO   |UN |   100 |
|4381142|N190|N190|04.06.2024|X43|22025241|MARCADOR APTO NUM 3 TIPO HO85 AMARELO   |UN |   100 |
|4381142|N190|N190|04.06.2024|X43|22025250|MARCADOR APTO NUM 1 TIPO HO85 AMARELO   |UN |   100 |
|4381142|N190|USAD|04.06.2024|X43|22026103|CABO HDMI 2MTS BASICO SEM ETHE          |UN |     5 |
|4381142|N190|N190|04.06.2024|X43|22026544|SUPORTE GALVANIZADO U SPAN CLAMP        |UN |    50 |
|4381142|N190|N190|04.06.2024|X43|22026792|DIV_RI 3S 1GHZ H SOLD DESB 488          |UN |    50 |
|4381142|N190|N190|04.06.2024|X43|22026795|DIV_RI 3S 1GHZ H SOLD BAL 777           |UN |    50 |
|4381142|N190|N190|04.06.2024|X43|22026809|DC_RI 1S 06DB 1GHZ H SOLDADO            |UN |   100 |
|4381142|N190|N190|04.06.2024|X43|22056331|MARCADOR CASA PTO NR 5                  |UN |   100 |
|4381142|N190|N190|04.06.2024|X43|22056336|MARCADOR CASA PTO NR 6                  |UN |   100 |
|4381142|N190|N190|04.06.2024|X43|22056337|MARCADOR CASA PTO NR 8                  |UN |   100 |
|4381142|N190|N190|04.06.2024|X43|22056339|MARCADOR CASA PTO NR 9                  |UN |   100 |
|4381142|N190|N190|04.06.2024|X43|22056343|MARCADOR CASA PTO NR 1                  |UN |   150 |
|4381142|N190|N190|04.06.2024|X43|22056344|MARCADOR CASA PTO NR 2                  |UN |   100 |
|4381142|N190|N190|04.06.2024|X43|22056345|MARCADOR CASA PTO NR 3                  |UN |   100 |
|4381142|N190|N190|04.06.2024|X43|22056369|CABO UTP CAT5E ETHERNET NET             |M  |   300 |
|4381142|N190|N190|04.06.2024|X43|22057635|FIXADOR FIO PT RG6                      |UN |   500 |
|4381142|N190|USAD|04.06.2024|X43|22057705|FONTE CX DIG HD DCR74X1 LITEON          |UN |     2 |
|4381142|N190|N190|04.06.2024|X43|22061811|CONECTOR UTP RJ45 M CAT 5 24AWG         |UN |   100 |
|4381142|N190|N190|04.06.2024|X43|22065718|MARCADOR CASA PRETO NR 0                |UN |   100 |
|4381142|N190|N190|04.06.2024|X43|22065720|MARCADOR CASA PRETO NR 2                |UN |   100 |
|4381142|N190|N190|04.06.2024|X43|22065722|MARCADOR CASA PRETO NR 4                |UN |   100 |
|4381142|N190|N190|04.06.2024|X43|22065725|MARCADOR CASA PRETO NR 7                |UN |   100 |
|4381143|N190|USAD|04.06.2024|X41|41000805|SMART CARD AVULSO SIM CARD              |UN |   140 |
|4381143|N190|USAD|04.06.2024|X41|41001047|DECODER HD THDC4 NET                    |UN |   120 |
|4381143|N190|USAD|04.06.2024|X41|41001484|DECODER 4K ULTRA HD DGCI363 COM IG      |UN |    20 |
|4381144|N190|USAD|04.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   110 |
|4381144|N190|USAD|04.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    70 |
|4381144|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   110 |
|4381145|N190|USAD|04.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   110 |
|4381145|N190|USAD|04.06.2024|X41|41001276|DECODER HD HNB100 2T                    |UN |   110 |
|4381145|N190|USAD|04.06.2024|X41|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    70 |
|4381145|N190|N190|04.06.2024|X41|41001567|TERMINAL EXTENSOR WIFI5 MESH AR2180T    |UN |   100 |
|4381145|N190|N190|04.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |   180 |
|4381146|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |    40 |
|4381146|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |    40 |
|4381147|N190|USAD|04.06.2024|X43|22025114|MARCADOR CASA PTO LETRA A               |UN |    20 |
|4381147|N190|USAD|04.06.2024|X43|22025135|BUCHA ACABAMENTO CABO RG6-59 PRETA      |UN |    30 |
|4381147|N190|USAD|04.06.2024|X43|22025239|MARCADOR APTO NUM 8 TIPO HO85 AMARELO   |UN |    20 |
|4381147|N190|USAD|04.06.2024|X43|22025240|MARCADOR APTO NUM 9 TIPO HO85 AMARELO   |UN |    20 |
|4381147|N190|USAD|04.06.2024|X43|22026147|CONEC_RI COMPRESSAO F-11                |UN |    25 |
|4381147|N190|N190|04.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN |   700 |
|4381147|N190|N190|04.06.2024|X43|22026219|CABO COAXIAL RG6 TRISH SEM MENSAG BRANCO|M  |   200 |
|4381147|N190|N190|04.06.2024|X43|22026223|CABO COAXIAL RG6 TRISH COM MENSAG PRETO |M  |   915 |
|4381147|N190|USAD|04.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |    12 |
|4381147|N190|N190|04.06.2024|X43|22026746|DC_RI 1S 09DB 1GHZ H SOLDADO            |UN |    50 |
|4381147|N190|N190|04.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |    75 |
|4381147|N190|N190|04.06.2024|X43|22026795|DIV_RI 3S 1GHZ H SOLD BAL 777           |UN |    25 |
|4381148|N190|N190|04.06.2024|X51|41001567|TERMINAL EXTENSOR WIFI5 MESH AR2180T    |UN |    20 |
|4381149|N190|N190|04.06.2024|X51|41001573|DECODER CARDLESS 4K UHD S4KCW4S CABO IP |UN |     5 |
|4381150|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |   120 |
|4381150|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |   100 |
|4381150|N190|USAD|04.06.2024|X51|41001484|DECODER 4K ULTRA HD DGCI363 COM IG      |UN |    20 |
|4381151|N190|USAD|04.06.2024|X43|22026199|CONECTOR TERMINACAO 75 OHMS             |UN |    10 |
|4381151|N190|N190|04.06.2024|X43|22026809|DC_RI 1S 06DB 1GHZ H SOLDADO            |UN |    25 |
|4381151|N190|N190|04.06.2024|X43|22056333|ABRACADEIRA NYLON T18R 10CM BRANCA      |UN |    20 |
|4381151|N190|USAD|04.06.2024|X43|22058174|CORDAO OPTICO SM BLI SC APC 1,5M        |UN |     3 |
|4381152|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |    50 |
|4381152|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |    50 |
|4381153|N190|N190|04.06.2024|X43|22056369|CABO UTP CAT5E ETHERNET NET             |M  |   100 |
|4381154|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |    20 |
|4381154|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |    20 |
|4381155|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |    30 |
|4381155|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |    30 |
|4381156|N190|N190|04.06.2024|X43|22026158|CONEC_ RI EMENDA G-F81F FEMEA           |UN |    20 |
|4381156|N190|N190|04.06.2024|X43|22026223|CABO COAXIAL RG6 TRISH COM MENSAG PRETO |M  |   305 |
|4381156|N190|USAD|04.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |    30 |
|4381156|N190|N190|04.06.2024|X43|22056366|ISOLADOR COAXIAL QUADRADO - CISP-HR     |UN |   100 |
|4381157|N190|USAD|04.06.2024|X43|22025119|MARCADOR CASA PTO LETRA E               |UN |    20 |
|4381157|N190|USAD|04.06.2024|X43|22025181|MARCADOR APTO LETRA A TIPO HO85 AMARELO |UN |    20 |
|4381157|N190|USAD|04.06.2024|X43|22025348|FIXA FIO CABO LOW FRICT CHATO           |UN |    20 |
|4381157|N190|N190|04.06.2024|X43|22056335|FECHO DE ACO INOX DENTADO 3/4           |UN |   100 |
|4381157|N190|USAD|04.06.2024|X43|22058239|FONTE DE ENERGIA PA11807UD2             |UN |    50 |
|4381157|N190|N190|04.06.2024|X43|22061736|CABO DROP 1FO LOW F FIG8 LOW CINZA      |M  |   500 |
|4381158|N190|USAD|04.06.2024|X51|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    20 |
|4381159|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |    30 |
